SIM4ME,,,,,,,,,,,,,,,,,,,,,,,
#TYPE,FROM ENGINE,FROM SYMBOL,FROM VALUE INFO,FROM VALUE UOM,TO ENGINE,TO SYMBOL,TO VALUE INFO,TO VALUE UOM,PERIOD,EQUATION,DESCRIPTION,CONV TYPE,TOLERANCE,MIN SCALE,MAX SCALE,LOW LIMIT,HI LIMIT,MISC1,MISC2,MISC3,MISC4,MISC5,COMMENTS
A,DYN,ZERO, refs,,SCP,2FA_BL_2C_2:ACPDI5440CA.POINT,SIMOPT = 0,IN WC,,,2 FC PRS BLR 2C   PRS DIFF IND,3,0,0,25,-0.5,25.5,RIN : 0CP002 : WAN2F12420,,,,,
A,DYN,ZERO, refs,,SCP,2FA_FC_2A:ACPDI5430A.POINT,SIMOPT = 0,IN WC,,,U2 FC 2A PRS      DIFF,3,0,0,20,-0.4,20.4,RIN : 0CP002 : WAN2F10203,,,,,
A,DYN,ZERO, refs,,SCP,2FA_FC_2A:ACFI5440A.POINT,SIMOPT = 0,CFM,,,U2 PRS BLRS TO U2 FC 2A FLOW,3,0,0,4000,-80,4080,RIN : 0CP002 : WAN2F10212,,,,,
A,DYN,ZERO, refs,,SCP,2FA_FC_2A:ACPI5435AA.POINT,SIMOPT = 0,INHG,,,U2 FC 2A TO VAC   PRDCRS PRESS,3,0,0,30,-0.6,30.6,RIN : 0CP002 : WAN2F10212,,,,,
A,DYN,ZERO, refs,,SCP,2FA_FC_2A:ACPI5440AP.POINT,SIMOPT = 0,PSIG,,,U2 PRS BLRS TO U2 FC 2A PRESS,3,0,0,30,-0.6,30.6,RIN : 0CP002 : WAN2F10212,,,,,
A,DYN,ZERO, refs,,SCP,2FA_FC_2B:ACPDI5430B.POINT,SIMOPT = 0,INWC,,,U2 FC 2B PRESS    DIFF,3,0,0,20,-0.4,20.4,RIN : 0CP002 : WAN2F11203,,,,,
A,DYN,ZERO, refs,,SCP,2FA_FC_2B:ACFI5440B.POINT,SIMOPT = 0,CFM,,,U2 PRS BLRS TO U2 FC 2B FLOW,3,0,0,4000,-80,4080,RIN : 0CP002 : WAN2F11212,,,,,
A,DYN,ZERO, refs,,SCP,2FA_FC_2B:ACPI5435BB.POINT,SIMOPT = 0,INHG,,,U2 FC 2B TO VAC   PRDCRS PRESS,3,0,0,30,-0.6,30.6,RIN : 0CP002 : WAN2F11212,,,,,
A,DYN,ZERO, refs,,SCP,2FA_FC_2B:ACPI5440BP.POINT,SIMOPT = 0,PSIG,,,U2 PRS BLRS TO U2 FC 2B PRESS,3,0,0,30,-0.6,30.6,RIN : 0CP002 : WAN2F11212,,,,,
A,DYN,ZERO, refs,,SCP,2FA_FC_2C:ACPDI5430C.POINT,SIMOPT = 0,INWC,,,U2 FC 2C PRESS    DIFF,3,0,0,20,-0.4,20.4,RIN : 0CP002 : WAN2F12203,,,,,
A,DYN,ZERO, refs,,SCP,2FA_FC_2C:ACFI5440C.POINT,SIMOPT = 0,CFM,,,U2 PRS BLRS TO U2 FC 2C FLOW,3,0,0,4000,-80,4080,RIN : 0CP002 : WAN2F12212,,,,,
A,DYN,ZERO, refs,,SCP,2FA_FC_2C:ACPI5435CC.POINT,SIMOPT = 0,INHG,,,U2 FC 2C TO VAC   PRDCRS PRESS,3,0,0,30,-0.6,30.6,RIN : 0CP002 : WAN2F12212,,,,,
A,DYN,ZERO, refs,,SCP,2FA_FC_2C:ACPI5440CP.POINT,SIMOPT = 0,PSIG,,,U2 PRS BLRS TO U2 FC 2C PRESS,3,0,0,30,-0.6,30.6,RIN : 0CP002 : WAN2F12212,,,,,
A,DYN,ZERO, refs,,SCP,2FA_VP_2A_2:ACTI5435A.POINT,0P2306:1,DEG F,,,U2 VAC PRDCR 2A   TEMP IND HI,21,0,32,1600,-454,1670,AIN : 0CP002 : WAN2F10311,,,,,
A,DYN,ZERO, refs,,SCP,2FA_VP_2A_2:ACPDI5435A.POINT,SIMOPT = 0,INWC,,,U2 VAC PRDCR 2A   DP 5435A,3,0,-25,25,-26,26,RIN : 0CP002 : WAN2F10311,,,,,
A,DYN,ZERO, refs,,SCP,2FA_VP_2B_2:ACTI5435B.POINT,0P2307:1,DEG F,,,U2 VAC PRDCR 2B   TEMP HI,21,0,32,1600,-454,1670,AIN : 0CP002 : WAN2F11311,,,,,
A,DYN,ZERO, refs,,SCP,2FA_VP_2B_2:ACPDI5435B.POINT,SIMOPT = 0,INWC,,,U2 VAC PRDCR 2B   DP 5435B,3,0,-25,25,-26,26,RIN : 0CP002 : WAN2F11311,,,,,
A,DYN,ZERO, refs,,SCP,2FA_VP_2C_2:ACTI5435C.POINT,0P2308:1,DEG F,,,U2 VAC PRDCR 1C   TEMP HI,21,0,32,1600,-454,1670,AIN : 0CP002 : WAN2F12311,,,,,
A,DYN,ZERO, refs,,SCP,2FA_VP_2C_2:ACPDI5435C.POINT,SIMOPT = 0,INWC,,,U2 VAC PRDCR 1C   DP 5435C,3,0,-25,25,-26,26,RIN : 0CP002 : WAN2F12311,,,,,
A,DYN,ZERO, refs,,SCP,0BA_FGD_BD:1ABFZ5250.POINT,SIMOPT = 0,GPM,,,RSCC BLOWDOWN TO U1 FGD SP,3,0,0,2000,-40,2040,RIN : 0CP003 : WAN0F22531,,,,,
A,DYN,ZERO, refs,,SCP,0BA_FGD_BD:2ABFZ5250.POINT,SIMOPT = 0,GPM,,,RSCC BLOWDOWN TO U2 FGD SP,3,0,0,2000,-40,2040,RIN : 0CP003 : WAN0F22531,,,,,
A,SCP,0BA_FGD_BD:1ABFX5250.OUT,SIMOPT = 0,GPM,DYN,ANAOUT,,,,,U1 RSCC BLOWDN FLW  TO U1 JBR,0,0,0,2000,-40,2040,ROUT : 0CP003 : WAN0F22531,,,,,
A,SCP,0BA_FGD_BD:2ABFX5250.OUT,SIMOPT = 0,GPM,DYN,ANAOUT,,,,,U2 RSCC BLOWDN FLW  TO U2 JBR,0,0,0,2000,-40,2040,ROUT : 0CP003 : WAN0F22531,,,,,
A,DYN,ZERO, refs,,SCP,0FA_DAS_CP3:ACTI5018.POINT,SIMOPT = 0,DEGF,,,AWT ELECTRIC ROOM TEMP IND,3,0,0,135,-2.7,137.7,RIN : 0CP003 : WAN0F13730,,,,,
A,DYN,ZERO, refs,,SCP,0FA_FC_CMP:ACMAI5445A.POINT,SIMOPT = 0,DEGF,,,FC AIRCOMP A DSCNTDRYR DEW PT,3,0,-148,68,-152.32,72.32,RIN : 0CP003 : WAN0F10200,,,,,
A,DYN,ZERO, refs,,SCP,0FA_FC_CMP:ACPI5445AA.POINT,SIMOPT = 0,PSIG,,,FC AIR COMP A WET AIR RCVR PRESS,3,0,0,200,-4,204,RIN : 0CP003 : WAN0F10200,,,,,
A,DYN,ZERO, refs,,SCP,0FA_FC_CMP:ACMAI5445B.POINT,SIMOPT = 0,DEGF,,,FC AIRCOMP B DSCNTDRYR DEW PT,3,0,-148,68,-152.32,72.32,RIN : 0CP003 : WAN0F10201,,,,,
A,DYN,ZERO, refs,,SCP,0FA_FC_CMP:ACPI5445BA.POINT,SIMOPT = 0,PSIG,,,FC AIR COMP B WET AIR RCVR PRESS,3,0,0,200,-4,204,RIN : 0CP003 : WAN0F10201,,,,,
A,DYN,ZERO, refs,,SCP,0FA_SILOA:ACLI5450AA1.POINT,SIMOPT = 0,PCT,,,FA SILO A LVL     ,3,0,0,100,-2,102,RIN : 0CP003 : WAN0F13530,,,,,
A,DYN,ZERO, refs,,SCP,0FA_SILOA:ACLI5450AB1.POINT,SIMOPT = 0,PCT,,,FA SILO A LVL     ,3,0,0,100,-2,102,RIN : 0CP003 : WAN0F13530,,,,,
A,DYN,ZERO, refs,,SCP,0FA_SILOA:ACPI5161F.POINT,SIMOPT = 0,PSI,,,SILO A FLUIDIZING AIR PRS IND,3,0,0,200,-4,204,RIN : 0CP003 : WAN0F13532,,,,,
A,DYN,ZERO, refs,,SCP,0FA_SILOB:ACLI5450BA1.POINT,SIMOPT = 0,PCT,,,FA SILO B LVL     ,3,0,0,100,-2,102,RIN : 0CP003 : WAN0F13540,,,,,
A,DYN,ZERO, refs,,SCP,0FA_SILOB:ACLI5450BB1.POINT,SIMOPT = 0,PCT,,,FA SILO B LVL     ,3,0,0,100,-2,102,RIN : 0CP003 : WAN0F13540,,,,,
A,DYN,ZERO, refs,,SCP,0FA_SILOB:ACPI5161E.POINT,SIMOPT = 0,PSI,,,SILO B FLUIDIZING AIR PRS IND,3,0,0,200,-4,204,RIN : 0CP003 : WAN0F13542,,,,,
A,DYN,ZERO, refs,,SCP,0FA_SILOS:ACPI5460AA.POINT,SIMOPT = 0,PSIG,,,SILO AIR COMP A   WET AIR PRS,3,0,0,200,-4,204,RIN : 0CP003 : WAN0F13510,,,,,
A,DYN,ZERO, refs,,SCP,0FA_SILOS:ACPI5460AB.POINT,SIMOPT = 0,PSIG,,,SILO AIR COMP A   DRY AIR RCVR P,3,0,0,200,-4,204,RIN : 0CP003 : WAN0F13510,,,,,
A,DYN,ZERO, refs,,SCP,0FA_SILOS:ACMAI5460A.POINT,SIMOPT = 0,rH,,,SILO AIR COMP A   DSCNT DRYR D/P,3,0,0,100,-2,102,RIN : 0CP003 : WAN0F13511,,,,,
A,DYN,ZERO, refs,,SCP,0FA_SILOS:ACPI5460BA.POINT,SIMOPT = 0,PSIG,,,SILO AIR COMP B   WET AIR PRS,3,0,0,200,-4,204,RIN : 0CP003 : WAN0F13520,,,,,
A,DYN,ZERO, refs,,SCP,0FA_SILOS:ACPI5460BB.POINT,SIMOPT = 0,PSIG,,,SILO AIR COMP B   DRY AIR RCVR P,3,0,0,200,-4,204,RIN : 0CP003 : WAN0F13520,,,,,
A,DYN,ZERO, refs,,SCP,0FA_SILOS:ACMAI5460B.POINT,SIMOPT = 0,rH,,,SILO AIR COMP B   DSCNT DRYR D/P,3,0,0,100,-2,102,RIN : 0CP003 : WAN0F13521,,,,,
A,DYN,ZERO, refs,,SCP,0FA_SUMP:ACLI5000A.POINT,SIMOPT = 0,PCT,,,FA AREA SMP LVL   IND,3,0,0,100,-2,102,RIN : 0CP003 : WAN0F13800,,,,,
A,DYN,ZERO, refs,,SCP,0FA_SUMP:ACLI5000B.POINT,SIMOPT = 0,PCT,,,FA AREA SMP LVL   IND,3,0,0,100,-2,102,RIN : 0CP003 : WAN0F13800,,,,,
A,DYN,ZERO, refs,,SCP,0SWG:KEEB7600E.POINT,SIMOPT = 0,VOLTS,,,BRTY FU PNL BATT  VOLTAGE,3,0,90,180,88.2,181.8,RIN : 0CP003 : WAN0F03920,,,,,
A,DYN,ZERO, refs,,SCP,0SWG:KEEB7600II.POINT,SIMOPT = 0,AMPS,,,BRTY FU PNL BATT  CURRENT,3,0,-800,800,-832,832,RIN : 0CP003 : WAN0F03920,,,,,
A,DYN,ZERO, refs,,SCP,0SWG:KEECA7600II.POINT,SIMOPT = 0,AMPS,,,BRTY FU PNL BATT  CRGR1 CURRENT,3,0,0,400,-8,408,RIN : 0CP003 : WAN0F03920,,,,,
A,DYN,ZERO, refs,,SCP,0SWG:KEECB7600II.POINT,SIMOPT = 0,AMPS,,,BRTY FU PNL BATT  CRGR2 CURRENT,3,0,0,400,-8,408,RIN : 0CP003 : WAN0F03920,,,,,
A,DYN,ZERO, refs,,SCP,1BA_HPPMPA:ABII5300AA.POINT,SIMOPT = 0,AMPS,,,1HP PMPA STAGE1   MTR CURRENT,3,0,8.26,82.6,6.7732,84.0868,RIN : 0CP003 : WAN1F20400,,,,,
A,DYN,ZERO, refs,,SCP,1BA_HPPMPA:ABTI5313AA.POINT,0AW107:1,DEGF,,,GEARBOX OIL TEMP,43,0,0,300,-6,306,AIN : 0CP003 : WAN1F20402,,,,,
A,DYN,ZERO, refs,,SCP,1BA_HPPMPA:ABII5300AB.POINT,SIMOPT = 0,AMPS,,,1HP PMPA STAGE2   MTR CURRENT,3,0,8.26,82.6,6.7732,84.0868,RIN : 0CP003 : WAN1F20410,,,,,
A,DYN,ZERO, refs,,SCP,1BA_HPPMPA:ABTI5313AB.POINT,0AW107:2,DEGF,,,GEARBOX OIL TEMP,43,0,0,300,-6,306,AIN : 0CP003 : WAN1F20412,,,,,
A,DYN,ZERO, refs,,SCP,1BA_HPPMPB:ABII5300BA.POINT,SIMOPT = 0,AMPS,,,U1 HP PMP B STG1  MOTOR CURRENT,3,0,8.26,82.6,6.7732,84.0868,RIN : 0CP003 : WAN1F21400,,,,,
A,DYN,ZERO, refs,,SCP,1BA_HPPMPB:ABTI5313BA.POINT,0AW108:1,DEGF,,,GEARBOX OIL TEMP,43,0,0,300,-6,306,AIN : 0CP003 : WAN1F21402,,,,,
A,DYN,ZERO, refs,,SCP,1BA_HPPMPB:ABII5300BB.POINT,SIMOPT = 0,AMPS,,,1HP PMPB STAGE2   MTR CURRENT,3,0,8.26,82.6,6.7732,84.0868,RIN : 0CP003 : WAN1F21410,,,,,
A,DYN,ZERO, refs,,SCP,1BA_HPPMPB:ABTI5313BB.POINT,0AW108:2,DEGF,,,GEARBOX OIL TEMP,43,0,0,300,-6,306,AIN : 0CP003 : WAN1F21412,,,,,
A,DYN,ZERO, refs,,SCP,1BA_HPPMPS:ABPI5304.POINT,SIMOPT = 0,PSI,,,U1 HP PMPS DSC PRSIND,3,0,0,350,-7,357,RIN : 0CP003 : WAN1F22400,,,,,
A,DYN,ZERO, refs,,SCP,1BA_HPPMPS:ABPI5307.POINT,SIMOPT = 0,PSI,,,1HP PMP TO SRGE TKBYP LINE PRS,3,0,0,350,-7,357,RIN : 0CP003 : WAN1F22401,,,,,
A,DYN,ZERO, refs,,SCP,2BA_HPPMPA:ABII5300AA.POINT,SIMOPT = 0,AMPS,,,2HP PMPA STAGE1   MTR CURRNT,3,0,8.26,82.6,6.7732,84.0868,RIN : 0CP003 : WAN2F20400,,,,,
A,DYN,ZERO, refs,,SCP,2BA_HPPMPA:ABTI5313AA.POINT,0AW307:1,DEGF,,,GEARBOX OIL TEMP,43,0,0,300,-6,306,AIN : 0CP003 : WAN2F20402,,,,,
A,DYN,ZERO, refs,,SCP,2BA_HPPMPA:ABII5300AB.POINT,SIMOPT = 0,AMPS,,,2HP PMPA STAGE2   MTR CURRENT,3,0,8.26,82.6,6.7732,84.0868,RIN : 0CP003 : WAN2F20410,,,,,
A,DYN,ZERO, refs,,SCP,2BA_HPPMPA:ABTI5313AB.POINT,0AW307:2,DEGF,,,GEARBOX OIL TEMP,43,0,0,300,-6,306,AIN : 0CP003 : WAN2F20412,,,,,
A,DYN,ZERO, refs,,SCP,2BA_HPPMPB:ABII5300BA.POINT,SIMOPT = 0,AMPS,,,U2 HP PMP B STG1  MOTOR CURRENT,3,0,8.26,82.6,6.7732,84.0868,RIN : 0CP003 : WAN2F21400,,,,,
A,DYN,ZERO, refs,,SCP,2BA_HPPMPB:ABTI5313BA.POINT,0AW308:1,DEGF,,,GEARBOX OIL TEMP,43,0,0,300,-6,306,AIN : 0CP003 : WAN2F21402,,,,,
A,DYN,ZERO, refs,,SCP,2BA_HPPMPB:ABII5300BB.POINT,SIMOPT = 0,AMPS,,,2HP PMPB STAGE2   MTR CURRENT,3,0,8.26,82.6,6.7732,84.0868,RIN : 0CP003 : WAN2F21410,,,,,
A,DYN,ZERO, refs,,SCP,2BA_HPPMPB:ABTI5313BB.POINT,0AW308:2,DEGF,,,GEARBOX OIL TEMP,43,0,0,300,-6,306,AIN : 0CP003 : WAN2F21412,,,,,
A,DYN,ZERO, refs,,SCP,2BA_HPPMPS:ABPI5304.POINT,SIMOPT = 0,PSI,,,U2 HP PMPS DSC PRSIND,3,0,0,350,-7,357,RIN : 0CP003 : WAN2F22400,,,,,
A,DYN,ZERO, refs,,SCP,2BA_HPPMPS:ABPI5332.POINT,SIMOPT = 0,PSI,,,2HP PMP TO SRGE TKBYP LINE PRS,3,0,0,350,-7,357,RIN : 0CP003 : WAN2F22401,,,,,
A,DYN,ZERO, refs,,SCP,0BA_LPPMPS:ABPI5355A.POINT,SIMOPT = 0,PSI,,,LP PMPS DISCAHRGE PRESS,3,0,0,95,-1.9,96.9,RIN : 0CP004 : WAN0F20430,,,,,
A,DYN,ZERO, refs,,SCP,0BA_LPPMPS:ABPI5355B.POINT,SIMOPT = 0,PSI,,,LP PMPS DISCAHRGE PRESS,3,0,0,95,-1.9,96.9,RIN : 0CP004 : WAN0F20430,,,,,
A,SCP,0BA_OFPMPA:ABSY5245A.OUT,SIMOPT = 0,PCT,DYN,ANAOUT,,,,,RSCC OVRFL PMP    5245A SPD CMD,0,0,0,100,-2,102,ROUT : 0CP004 : WAN0F20510_S1,,,,,
A,DYN,ZERO, refs,,SCP,0BA_OFPMPA:ABSI5245A.POINT,SIMOPT = 0,PCT,,,RSCC OVRFL PMP    5245A SPD,3,0,0,100,-2,102,RIN : 0CP004 : WAN0F20510_S1,,,,,
A,DYN,ZERO, refs,,SCP,0BA_OFPMPA:ABII5245A.POINT,SIMOPT = 0,AMPS,,,RSCC OVRFL PMP    5245A AMPS,3,0,0,180,-3.6,183.6,RIN : 0CP004 : WAN0F20510_S1,,,,,
A,SCP,0BA_OFPMPB:ABSY5245B.OUT,SIMOPT = 0,PCT,DYN,ANAOUT,,,,,RSCC OVRFL PMP    5245B SPD CMD,0,0,0,100,-2,102,ROUT : 0CP004 : WAN0F21510_S1,,,,,
A,DYN,ZERO, refs,,SCP,0BA_OFPMPB:ABSI5245B.POINT,SIMOPT = 0,PCT,,,RSCC OVRFL PMP    5245B SPD,3,0,0,100,-2,102,RIN : 0CP004 : WAN0F21510_S1,,,,,
A,DYN,ZERO, refs,,SCP,0BA_OFPMPB:ABII5245B.POINT,SIMOPT = 0,AMPS,,,RSCC OVRFL PMP    5245B AMPS,3,0,0,180,-3.6,183.6,RIN : 0CP004 : WAN0F21510_S1,,,,,
A,SCP,0BA_OFPMPC:ABSY5245C.OUT,SIMOPT = 0,PCT,DYN,ANAOUT,,,,,RSCC OVRFL PMP    5245C SPD CMD,0,0,0,100,-2,102,ROUT : 0CP004 : WAN0F22510_S1,,,,,
A,DYN,ZERO, refs,,SCP,0BA_OFPMPC:ABSI5245C.POINT,SIMOPT = 0,PCT,,,RSCC OVRFL PMP    5245C SPD,3,0,0,100,-2,102,RIN : 0CP004 : WAN0F22510_S1,,,,,
A,DYN,ZERO, refs,,SCP,0BA_OFPMPC:ABII5245C.POINT,SIMOPT = 0,AMPS,,,RSCC OVRFL PMP    5245C AMPS,3,0,0,180,-3.6,183.6,RIN : 0CP004 : WAN0F22510_S1,,,,,
A,SCP,0BA_OFPMPS:1ABFY5250.OUT,SIMOPT = 0,PCT,DYN,ANAOUT,,,,,RSCC OVR FLW TO U1JBR SCRUBBER,0,0,0,100,-2,102,ROUT : 0CP004 : WAN0F22526,,,,,
A,SCP,0BA_OFPMPS:2ABFY5250.OUT,SIMOPT = 0,PCT,DYN,ANAOUT,,,,,RSCC OVR FL TO U2 SCRUB FLW CO,0,0,0,100,-2,102,ROUT : 0CP004 : WAN0F22527,,,,,
A,DYN,ZERO, refs,,SCP,0BA_OFPMPS:ABPI5248A.POINT,SIMOPT = 0,PSI,,,RSCC OVRFL PMPS TOSRGE TK A PRS,3,0,0,100,-2,102,RIN : 0CP004 : WAN0F22529,,,,,
A,DYN,ZERO, refs,,SCP,0BA_OFPMPS:ABPI5248B.POINT,SIMOPT = 0,PSI,,,RSCC OVRFL PMPS TOSRGE TK B PRS,3,0,0,100,-2,102,RIN : 0CP004 : WAN0F22529,,,,,
A,DYN,ZERO, refs,,SCP,0BA_OFTKS:ABLI5100AA.POINT,SIMOPT = 0,PCT,,,RSCC OVRFL TNK A  LVL IND,3,0,0,100,-2,102,RIN : 0CP004 : WAN0F20500,,,,,
A,DYN,ZERO, refs,,SCP,0BA_OFTKS:ABLI5100AB.POINT,SIMOPT = 0,PCT,,,RSCC OVRFL TNK A  LVL IND,3,0,0,100,-2,102,RIN : 0CP004 : WAN0F20500,,,,,
A,DYN,ZERO, refs,,SCP,0BA_OFTKS:ABLI5100BA.POINT,SIMOPT = 0,PCT,,,RSCC OVRFL TNK B  LVL IND,3,0,0,100,-2,102,RIN : 0CP004 : WAN0F21500,,,,,
A,DYN,ZERO, refs,,SCP,0BA_OFTKS:ABLI5100BB.POINT,SIMOPT = 0,PCT,,,RSCC OVRFL TNK B  LVL IND,3,0,0,100,-2,102,RIN : 0CP004 : WAN0F21500,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC:ABFI5175A.POINT,SIMOPT = 0,GPH,,,BA RSCC CSTC SKD APMP FLW IND,3,0,0,9.9,-0.198,10.098,RIN : 0CP004 : WAN0F20262,,,,,
A,SCP,0BA_RSCC:ABSY5175A.OUT,SIMOPT = 0,PCT,DYN,ANAOUT,,,,,BA RSCC CSTC SKD APMP SPD CMD,0,0,0,100,-2,102,ROUT : 0CP004 : WAN0F20262,,,,,
A,SCP,0BA_RSCC:ABSY5150A.OUT,SIMOPT = 0,PCT,DYN,ANAOUT,,,,,BA RSCC PLYMR SKD A PMP SPD CMD,0,0,0,100,-2,102,ROUT : 0CP004 : WAN0F20266,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC:ABFI5150A.POINT,SIMOPT = 0,GPH,,,BA RSCC POLYMER SKID A PMP FLOW,3,0,0,2.25,-0.045,2.295,RIN : 0CP004 : WAN0F20267,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC:ABFI5160A.POINT,SIMOPT = 0,GPM,,,RSCC PLYMR SKD A  DIL WTR FD RT,3,0,0.6,13.2,0.348,13.452,RIN : 0CP004 : WAN0F20269,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC:ABPI5007.POINT,SIMOPT = 0,PSI,,,RSCC AREA INST AIRRCVR PRS,3,0,0,200,-4,204,RIN : 0CP004 : WAN0F20810,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC:ABFI5175B.POINT,SIMOPT = 0,GPH,,,BA RSCC CSTC SKD BPMP FLW IND,3,0,0,9.9,-0.198,10.098,RIN : 0CP004 : WAN0F21262,,,,,
A,SCP,0BA_RSCC:ABSY5175B.OUT,SIMOPT = 0,PCT,DYN,ANAOUT,,,,,BA RSCC CSTC SKD BPMP SPD CMD,0,0,0,100,-2,102,ROUT : 0CP004 : WAN0F21262,,,,,
A,SCP,0BA_RSCC:ABSY5150B.OUT,SIMOPT = 0,PCT,DYN,ANAOUT,,,,,BA RSCC PLYMR SKD B PMP SPD CMD,0,0,0,100,-2,102,ROUT : 0CP004 : WAN0F21266,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC:ABFI5150B.POINT,SIMOPT = 0,GPH,,,BA RSCC POLYMER SKID B PMP FLOW,3,0,0,2.25,-0.045,2.295,RIN : 0CP004 : WAN0F21267,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC:ABFI5160B.POINT,SIMOPT = 0,GPM,,,RSCC PLYMR SKD B  DIL WTR FD RT,3,0,0.6,13.2,0.348,13.452,RIN : 0CP004 : WAN0F21269,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABLI5112A.POINT,SIMOPT = 0,PCT,,,BA RSCC A WTR LVL A IND,3,0,0,100,-2,102,RIN : 0CP004 : WAN0F20201,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABLI5113A.POINT,SIMOPT = 0,PCT,,,BA RSCC A WTR LVL B IND,3,0,0,100,-2,102,RIN : 0CP004 : WAN0F20201,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABPI5136A.POINT,SIMOPT = 0,PSI,,,BA RSCC A CNVYR   DRV PRS IND,3,0,0,4000,-80,4080,RIN : 0CP004 : WAN0F20211,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABSI5100A.POINT,SIMOPT = 0,FT/MIN,,,BA RSCC A CNVYR   SPD,3,0,0,18,-0.36,18.36,RIN : 0CP004 : WAN0F20211,,,,,
A,SCP,0BA_RSCC_A:ABSI5100AACT.OUT,SIMOPT = 0,FT/MIN,DYN,ANAOUT,,,,,BA RSCC A SPD     ACTUAL,0,0,0,15,-0.3,15.3,ROUT : 0CP004 : WAN0F20211,,,,,
A,SCP,0BA_RSCC_A:ABSI5100ASP.OUT,SIMOPT = 0,FT/MIN,DYN,ANAOUT,,,,,BA RSCC A SPD     SETPOINT,0,0,0,15,-0.3,15.3,ROUT : 0CP004 : WAN0F20211,,,,,
A,SCP,0BA_RSCC_A:ABFY5130A.OUT,SIMOPT = 0,FT/MIN,DYN,ANAOUT,,,,,BA RSCC A CNVYR   PMP A SPD CTRL,0,0,0,18,-0.36,18.36,ROUT : 0CP004 : WAN0F20211,,,,,
A,SCP,0BA_RSCC_A:ABFY5131A.OUT,SIMOPT = 0,FT/MIN,DYN,ANAOUT,,,,,BA RSCC A CNVYR   PMP B SPD CTRL,0,0,0,18,-0.36,18.36,ROUT : 0CP004 : WAN0F20211,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABZI5100AA.POINT,SIMOPT = 0,IN,,,BA RSCC A NR SD TKUP CYL POS A,3,0,0,14.96,-0.2992,15.2592,RIN : 0CP004 : WAN0F20212,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABZI5100AB.POINT,SIMOPT = 0,IN,,,BA RSCC A NR SD TKUP CYL POS B,3,0,0,14.96,-0.2992,15.2592,RIN : 0CP004 : WAN0F20212,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABPI5103AA.POINT,SIMOPT = 0,PSI,,,RSCCA NR SD CH TNSTK UP PRS IND,3,0,0,1000,-20,1020,RIN : 0CP004 : WAN0F20212,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABZI5100AC.POINT,SIMOPT = 0,IN,,,BA RSCC A FR SD TKUP CYL POS A,3,0,0,14.96,-0.2992,15.2592,RIN : 0CP004 : WAN0F20213,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABZI5100AD.POINT,SIMOPT = 0,IN,,,BA RSCC A FR SD TKUP CYL POS B,3,0,0,14.96,-0.2992,15.2592,RIN : 0CP004 : WAN0F20213,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABPI5103AB.POINT,SIMOPT = 0,PSI,,,RSCCA FR SD CH TNSTK UP PRS IND,3,0,0,1000,-20,1020,RIN : 0CP004 : WAN0F20213,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABPI5135A.POINT,SIMOPT = 0,PSI,,,BA RSCC A CHN TNSNACCUM PRS,3,0,0,4000,-80,4080,RIN : 0CP004 : WAN0F20214,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABTI5125A.POINT,0AW507:1,DEG. F,,,BA RSCC A HYD TNK OIL TEMP,21,0,0,300,-454,1670,AIN : 0CP004 : WAN0F20222,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABLI5125A.POINT,SIMOPT = 0,PCT,,,BA RSCC A HYD TNK OIL LVL,3,0,0,100,-2,102,RIN : 0CP004 : WAN0F20222,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABSI5101A.POINT,SIMOPT = 0,PCT,,,BA RSCC A MXR MTR A SPD IND,3,0,0,100,-2,102,RIN : 0CP004 : WAN0F20230,,,,,
A,SCP,0BA_RSCC_A:ABSY5101A.OUT,SIMOPT = 0,PCT,DYN,ANAOUT,,,,,BA RSCC A MXR MTR A SPD CMD,0,0,0,100,-2,102,ROUT : 0CP004 : WAN0F20230,,,,,
A,DYN,ZERO, refs,,SCP,0BA_RSCC_A:ABII5101A.POINT,SIMOPT = 0,AMPS,,,BA RSCC A MXR MTR A AMP IND,3,0,0,19,-0.38,19.38,RIN : 0CP004 : WAN0F20230,,,,,
